;;;;;;1: buona, copia perfetta dell'originale;;;;;
138;23;I;Aves;Anatide non determinabile;;;;Gagliardi;caratteri di colorazione del piumaggio non riscontrabili in alcuna specie selvatica nota. Ô molto probabile che si tratti di un individuo domestico, che pu• presentare colorazione del piumaggio molto variabile;;
139;2;J;Aves;Sgarza ciuffetto;Ardeola ralloides;Media;Europa, Asia, Africa;Gagliardi;becco troppo corto ;;
140;3;J;Aves;Passeriforme non determinabile;;;;;;;
141;4;J;Aves;Ara ararauna / Ara gialloblu;Ara ararauna;Buona;Sud America;Gagliardi;;;
142;1;J;Mammalia;Capriolo;Capreolus capreolus;Buona;Europa;Martinoli;dallo specchio anale (forma e assenza di pseudocoda) sembrerebbe un maschio giovane;;
143;5;J;Mammalia;Lepre bianca;Lepus timidus;Buona;Olartica;Martinoli;;;
144;6;J;Aves;Gru ;Grus grus;Media;Europa, Asia, Africa;Gagliardi;;;
145;7;J;Mammalia;Babbuino nero ;Papio sp.;2;vedi nota;Gippoliti Spartaco;Interessante raffigurazione di babbuino subsahariano, probabilmente riferibile a Papio ursinus (Kerr, 1792) dell'Africa meridionale;;
146;8;J;Mammalia;Aguti ind. ;Dasyproctidae ind.;Media;Sudamerica;Martinoli;;;
147;10;J;Aves;Grifone;Gyps fulvus;Buona;Europa (area mediterranea), Turchia, Caucaso;Gagliardi;individuo giovane (becco scuro, collare scuro);;
148;11;J;Mammalia;Gazzella di montagna;Gazella gazella;Buona;Penisola arabica;Martinoli;;;
149;9;J;Mammalia;Nasua rosso / coati rosso;Nasua nasua;Buona;Sudamerica;Martinoli;;;
150;12;J;Mammalia;Puzzola;Mustela putorius;Media;Europa;Martinoli;rappresentazione non perfetta;;
151;14;J;Mammalia;Volpe artica;Alopex lagopus;Media;Olartica;Martinoli;Muso non ben rappresentato;;
152;13;J;Mammalia;Pangolino;Manis sp.;Buona;Asia e Africa;Martinoli;non Š possibile definire la specie con precisione;;
153;15;J;Mammalia;Lupo;Canis lupus;Buona;Olartica;Martinoli;Fenotipo mediterraneo;;
154;16;J;Aves;Cicogna nera;Ciconia nigra;Buona;Europa, Asia, Africa;Gagliardi;;;
155;17;J;Mammalia;Ghiottone;Gulo gulo;Media;Olartica;Martinoli;Raffigurazione non perfetta;;
156;20;J;Mammalia;Ghiro;Glis glis;Buona;Paleartico;;;;
157;18;J;Mammalia;Faina/Martora;Martes sp.;Buona;Europa;Martinoli;non visibili I caratteri utili per discriminare tra M. foina e M. martes anche se probabilmente pi— affine a M. foina;;
158;21;J;Mollusca;Conchiglia marina;Gasteropode Fascicolariide;Buona;acque tropicali e temperate;Russo;;;
159;;J;Mammalia;Bertuccia?;Macaca sp.;2;vedi nota;Gippoliti Spartaco;Probabilmente si tratta di una bertuccia Macaca sylvanus;;
160;1;K;Mammalia;Cebo dai cornetti;Sapajus sp.;1;America meridionale;Gippoliti Spartaco;Il complesso 'apella' o cebi robusti si ritiene attualmente composto da diverse specie: l'esemplare in questione sembra ascrivibile a S. libidinosus (Spix, 1823). ;;
161;2;K;Aves;Gruccione;Merops apiaster;Buona;Europa, Asia, Africa;Gagliardi;;;
162;4;K;Aves;Pavoncella armata;Vanellus spinosus;media;Africa, porzione orientale del bacino Mediterraneo;Gagliardi;;;
163;3;K;Mammalia;Scoiattolo gigante pallido/Scoiattolo di Prevost;Ratufa affinis/Callosciurus prevostii;Buona;Malesia, Sumatra, Borneo;John Koprowsky;;;
164;5;K;Aves;Tucano toco;Ramphastos toco;Media;Sud America;Gagliardi;;;
165;6;K;Mammalia;Yagouaroundi;Puma yagouaroundi;Buona;Nord e sud america;Martinoli;;;
166;8;K;Aves;Gabbiano reale;Larus michaellis;Media;Bacino mediterraneo (Europa, nord Africa, Asia minore);Gagliardi;;;
167;;K;Aves;Uccello non determinabile;;;;;;;
168;7;K;Mammalia;Cercopiteco diana;Cercopithecus diana (Linnaeus, 1758);1;Africa occidentale (Sierra Leone-Costa d'Avorio);Gippoliti Spartaco;;;
169;9;K;Mammalia;Daino;Cervus dama;Buona;Medio oriente;Martinoli;femmina albina;;
170;10;K;Mammalia;Cervo;Cervus elaphus;Buona;Olartico;Martinoli;Maschio adulto. Corpo troppo snello in relazione al palco.;;
171;12;K;Aves;Tarabusino;Ixobrychus minutus;Scarsa;Europa, Asia, Africa, regione Australasiatica;Gagliardi;particolari non sufficientemente dettagliati;;
172;16;K;Mammalia;Civetta africana;Civettictis civetta;Buona;Africa sub sahariana;Martinoli;;;
173;15;K;Mammalia;Leone;Panthera leo;Buona;Africa-asia occidentale;Martinoli;Maschio adulto. Corpo snello e muso troppo affusolato.;;
174;14;K;Mammalia;Giaguaro;Panthera onca;Buona;Sudamerica;Martinoli;;;
175;26;K;Aves;Tarabuso;Botaurus stellaris;Media;Europa, Asia, Africa;Gagliardi;particolari non sufficientemente dettagliati;;
176;14;K;Mammalia;Giaguaro;Panthera onca;Buona;Sudamerica;Martinoli;cucciolo;;
177;24;K;Mammalia;Pecora;Ovis aries;Buona;;Martinoli;Giovane;;
178;17;K;Aves;Tacchino;Meleagris gallopavo;Buona;Nordamerica;;femmina;;
179;18;K;Aves;Tacchino;Meleagris gallopavo;Buona;Nordamerica;;maschio;;
180;;K;Aves;Fasianide non determinabile;;;;;;;
181;21;K;Aves;Starna;Perdix perdix;Media;Europa, Asia;Gagliardi;;;
182;22;K;Aves;Francolino;Francolinus francolinus;Buona;Cipro, Turchia, Asia ;Gagliardi;Esemplare maschio. Introdotto in nord America e alcune isole oceaniche Hawai, Marianne, dove esistono attualmente popolazioni. Introdotto anche in Italia alla fine del 1200, ma popolazioni estinte nella seconda met… dell'ottocento.;;
183;19;K;Aves;Uccello non determinabile;;;;;;;
184;20;K;Mammalia;Topo;Mus domesticus;Media;Cosmopolita;Martinoli;colorazione bianca;;
185;25;K;Aves;Pernice bianca;Lagopus muta;Media;Europa, Asia, nord America;Gagliardi;maschio abito primaverile;;
186;2;L;Aves;Rondine ;Hirundo rustica;Buona;Europa, Asia, Africa, Americhe, regione Austalasiatica;Gagliardi;la colorazione del piumaggio Š tipica della sottospecie rustica, distribuita in Europa e Asia occidentale;;
187;3;L;Aves;Passeriforme non determinabile;;;;;probabile Turdus merula maschio, ma becco troppo scuro;;
188;4;L;Aves;Uccello non determinabile;;;;;;;
189;5;L;Aves;Passeriforme non determinabile;;;;;la colorazione bianca e nera potrebbe essere ricondotta al Passeriforme Turdide Copsychus sechellarum (pettirosso gazza delle Seychelles), tuttavia la coda dovrebbe essere nera e non bianca e il bianco sulle ali meno esteso;;
190;6;L;Aves;Passeriforme non determinabile;;;;;;;
191;;L;Aves;Passeriforme non determinabile;;;;;;;
192;8;L;Reptilia;Drago volante;Draco sp.;2;Asia;Macchi Silvia;;;
193;7;L;Aves;Mignattino;Chlidonias niger;Scarsa;Europa, Asia, Africa, Americhe;Gagliardi;Adulto, abito estivo. forma della testa pi— da Hidrobatidae (uccello delle tempeste);;
194;9;L;Mammalia;Coniglio;Orictolagus cuniculus;Buona;;Martinoli;Coniglio nero;;
195;13;L;Aves;Otarda;Otis tarda;Buona;Europa, Asia;Gagliardi;;;
196;10;L;Mammalia;Vacca;Bos taurus;Buona;;Martinoli;"Immagine piccola, compatibile con razza ""bruna alpina""";;
197; ;L;Aves;Crociere;Loxia curvirostra;Scarsa;Europa, Asia, nord Africa, nord e centro America;Gagliardi;;;
198;12;L;Mammalia;Gatto dai piedi neri;Felis nigripes;Media;Africa meridionale;Martinoli;;;
199;15;L;Aves;Uccello non determinabile;;;;;;;
200;14;L;Aves;Accipitride non determinabile;;;;;;;
201;16;L;Aves;Moretta tabaccata;Aythya nyroca;Buona;Europa, Asia, Africa;Gagliardi;;;
202;17;L;Aves;Cormorano;Phalacrocorax carbo;Buona;Europa, Asia, Nord America;Gagliardi;Individuo giovane  ;;
203;18;L;Mammalia;Faina/Martora;Martes sp.;Buona;Europa;Martinoli;non visibili I caratteri utili per discriminare tra M. foina e M. martes anche se probabilmente pi— affine a quest'ultima;;
204;19;L;Mammalia;Cercopiteco grigioverde;Chlorocebus aethiops (Linnaeus, 1758);1;Africa Nord-orientale (Sudan, Etiopia, Eritrea);Gippoliti Spartaco;;;
205;21;L;Aves;Cigno reale;Cygnus olor;Buona;Europa, Asia, nord America, sud ovest Australia e Nuova Zelanda;Gagliardi;;;
206;22;L;Mammalia;Volpe;Vulpes vulpes;Buona;Eurasia e nord america;Martinoli;;;
207;27;L;Mammalia;Gatto;Felis catus;Buona;;Martinoli;Fenotipo trigrato grigio;;
208;24;L;Aves;Fistione turco;Netta rufina;Buona;Europa, Asia;Gagliardi;maschio;;
209;23;L;Aves;Airone cenerino;Ardea cinerea;Buona;Europa, Asia, Africa;Gagliardi;;;
210;38;L;Aves;Mestolone;Anas clypeata;Buona;Europa, Asia, Africa, nord e centro America;Gagliardi;maschio;;
211;25;L;Aves;Oca selvatica;Anser anser;Buona;Europa, Asia;Gagliardi;molto bianco nel piumaggio a livello del dorso, probabile individuo domestico;;
212;26;L;Mammalia;Foca;Leptonychotes weddellii;Buona;regione circumpolare dell'emisfero australe e lungo le coste dell'Antartide;Martinoli;Compatibile con un cucciolo di Foca di Weddell;;
213;29;L;Aves;Gallina prataiola;Tetrax tetrax;Media;Europa, Asia, nord Africa;Gagliardi;femmina;;
214;36;L;Aves;Alcide non determinabile;;Scarsa;;Gagliardi;I caratteri di colorazione del piumaggio e del becco, oltre alla tipica postura, possono essere ricondotti ad alcune specie del genere Cyclorrhynchus (Cyclorrhynchus psittacula) e Aethia (Aethia pygmaea o A.pusilla). Non corrisponde invece la forma del becco, che dovrebbe essere pi— spessa.;;
215;35;L;Aves;Pellicano riccio;Pelecanus crispus;Buona;Europa (area balcanica) e Asia (area mar caspio e piane dei fiumi Indi e Gange);;;;
216;28;L;Aves;Gallina prataiola;Tetrax tetrax;Buona;Europa, Asia, nord Africa;Gagliardi;maschio;;
217;32;L;Aves;Airone rosso;Ardea purpurea;Buona;Europa, Asia, Africa;Gagliardi;;;
218;31;L;Aves;Cavaliere d'Italia;Himantopus himantopus;Media;Europa, Asia, Africa, Americhe, regione Austalasiatica;Gagliardi;;;
219;34;L;Reptilia;Tartaruga marina;Famiglia Cheloniidae;Scarsa;;Macchi Silvia;;;
220;30;L;Aves;Marangone dalla doppia cresta/Cormorano dalla doppia cresta;Phalacrocorsx auritus;Scarsa;Nord e centro America;Gagliardi;becco ben visibile solo nella parte vicina alla testa;;
221;37;L;Aves;Uccello non determinabile;;;;;;;
222;33;L;Crustacea;Granchio;Decapode ind.;Media;;Martinoli;poco dettagliato per una determinazione;;
223;40;L;Mollusca;Conchiglia marina;Gasteropode Strombide;Media;acque tropicali e sub-tropicali;Russo;;;
224;1;M;Aves;Mestolone;Anas clypeata;Buona;Europa, Asia, Africa, nord e centro America;Gagliardi;maschio;;
225;2;M;Aves;Marzaiola;Anas querquedula;Buona;Europa, Asia, Africa;Gagliardi;maschio (a destra) e femmina (a sinistra);;
225;3;M;Aves;Marzaiola;Anas querquedula;Buona;Europa, Asia, Africa;Gagliardi;maschio (a destra) e femmina (a sinistra);;
226;4;M;Aves;Oca domestica;Anser anser domestica;Buona;Origine: Europa, Asia;Gagliardi;;;
227;5;M;Aves;Germano reale;Anas platyrhynchos;Buona;Europa, Asia, nord e centro America. Introdotta in Australia e Nuova Zelanda;Gagliardi;piumaggio pi— da anatra germanata (2 individui maschi);;
227;6;M;Aves;Germano reale;Anas platyrhynchos;Buona;Europa, Asia, nord e centro America. Introdotta in Australia e Nuova Zelanda;Gagliardi;piumaggio pi— da anatra germanata (2 individui maschi);;
228;1;N;Aves;Moretta  ;Aythya fuligula;Buona;Europa, Asia, Africa;Gagliardi;;;
229;1;O;Aves;Nocciolaia;Nucifraga caryocatactes;Scarsa;;Gagliardi;;;
230;31;O;Aves;Cornacchia;Corvus corone;Media;;Gagliardi;;;
231;12;O;Aves;Codirosso spazzacamino;Phoenicurus ochruros semirufus;Media;;Gagliardi;sottospecie mediorientale, con petto e ventre rosso nel maschio;;
232;3;O;Aves;Falco pellegrino;Falco peregrinus;Buona;Europa, Asia, Africa, Americhe, regione Austalasiatica;Gagliardi;;;
233;5;O;Aves;Gufo reale;Bubo bubo;Buona;Europa, Asia;Gagliardi;;;
234;4;O;Aves;Psittaciforme non determinabile;;;;;i caratteri non corrispondono ad alcuna specie nota (alcuni caratteri possono essere ricondotto alle specie Guarouba guarouba e Amazona ochrocephala);;
235;6;O;Aves;Gazza;Pica pica;Scarsa;Europa, Asia, nord Africa;Gagliardi;;;
236; ;O;Aves;Passeriforme non determinabile;;;;;;;
237;8;O;Aves;Volpoca;Tadorna tadorna;Buona;Europa, Asia, Nord Africa;Gagliardi;giovane;;
238;13;O;Aves;Picchio rosso maggiore;Dendrocopos major;Buona;Europa, Asia, nord Africa;Gagliardi;maschio adulto;;
239;14;O;Aves;Upupa;Upupa epops;Buona;Europa, Asia, Africa;Gagliardi;;;
240;10;O;Aves;Ghiandaia  ;Garrulus glandarius;Buona;Europa, Asia, nord Africa;Gagliardi;;;
241;9;O;Aves;Biancone;Circaetus gallicus;Media;Europa, Asia, Africa;Gagliardi;;;
242;11;O;Aves;Frosone;Coccothraustes coccothraustes;Buona;Europa, Asia, nord Africa, nord America;Gagliardi;;;
243;12;O;Aves;Picchio muraiolo;Tichodroma muraria;Buona;Europa, Asia, nord Africa;Gagliardi;;;
244;15;O;Aves;Accipitride non determinabile;;;;;;;
245;16;O;Mammalia;Capra;Capra hircus;Buona;;Martinoli;"Maschio compatibile con razza ""camosciata""";;
246;26;O;Aves;Faraona;Numida meleagris galeata;Buona;Africa centro meridionale;Gagliardi;individuo della sottospecie galeata, tipica dell'Africa occidentale, Chad, Zaire e Angola;;
247;21;O;Aves;Accipitride non determinabile;;;;;;;
248;18;O;Mammalia;Marmotta;Marmota marmota;Buona;Europa (Alpi);Martinoli;;;
249;25;O;Aves;Fagiano;Phasianus colchicus;Buona;Europa, Asia (introdotto in nord America, Nuova Zelanda e Tasmania);Gagliardi;femmina;;
250;28;O;Reptilia;Biacco;Hierophis viridiflavus;1;Europa;Macchi Silvia;;;
251;;O;Aves;Caradriforme Scolopacide non determinabile;;;famiglia distribuita in modo cosmopolita;Gagliardi;alcuni caratteri sono riconducibili al voltapietre (Arenaria interpres);;
252;29;O;Mammalia;Faina/Martora;Martes sp.;Buona;Europa;Martinoli;non visibili I caratteri utili per discriminare tra M. foina e M. martes;;
253;19;O;Mammalia;Pecora;Ovis aries;Buona;;Martinoli;2 individui;;
253;17;O;Mammalia;Pecora;Ovis aries;Buona;;Martinoli;2 individui;;
254;20;O;Mammalia;Capra;Capra hircus;Buona;;Martinoli;femmina;;
255;;O;Aves;Uccello non determinabile;;;;;;;
256;;O;Aves;Fasianide del genere Alectoris non determinabile;Alectoris sp;Media;Area Mediterranea, che include Europa, Asia e nord Africa ;Gagliardi;considerando le 4 specie del genere Alectoris che possono rientrare nella rappresentazione la distribuzione Š nel bacino Mediterraneo, includendo Eurpa, Asia e nord Africa ;;
257;24;O;Aves;Fagiano;Phasianus colchicus;Buona;Europa, Asia (introdotto in nord America, Nuova Zelanda e Tasmania);Gagliardi;Individuo melanico;;
258;2;P;Aves;Colombaccio;Columba palumbus;Buona;Europa, Asia, Nord Africa;Gagliardi;;;
259;3;P;Aves;Colombaccio;Columba palumbus;Buona;Europa, Asia, Nord Africa;Gagliardi;;;
260;5;P;Aves;Gallo cedrone;Tetrao urogallus;Buona;Europa, Asia;Gagliardi;maschio;;
261;4;P;Aves;Fagiano;Phasianus colchicus;Buona;Europa, Asia (introdotto in nord America, Nuova Zelanda e Tasmania);Gagliardi;individuo maschio albino;;
262;1;P;Mammalia;Lepre;Lepus sp.;Media;Europa;Martinoli;non evidenti le caratteristiche che permettono distinzione tra L. europaeus e L. corsicanus;;
263;1;Q;Mammalia;Daino;Cervus dama;Buona;Asia minore;Martinoli;Maschio adulto albino.;;
264;2;Q;Aves;Gallo;Maschio. Razza attualmente non esistente;Buona;;;l'esemplare raffigura una anomalia o una razza non pi— esistente oppure una riproduzione di fantasia;;
264;3;Q;Aves;Gallo;Fammina. Razza attualmente non  esistente;Buona;;;l'esemplare raffigura una anomalia o una razza non pi— esistente oppure una riproduzione di fantasia;;
265;11;R;Mammalia;Pecora;Ovis aries;Media;;Martinoli;5 individui, disegno piccolo;;
;5;R;Mammalia;Uomo;Homo sapiens;Buona;;;;;
265;10;R;Mammalia;Pecora;Ovis aries;Media;;Martinoli;5 individui, disegno piccolo;;
265;9;R;Mammalia;Pecora;Ovis aries;Media;;Martinoli;5 individui, disegno piccolo;;
266;4;R;Mammalia;Cane;Canis familiaris;Media;;Martinoli;"""meticcio"" bianco e rossiccio";;
267;3;R;Mammalia;Cane;Canis familiaris;Buona;;Martinoli;compatibile con l'attuale lagotto (razza nota dal 1800 per la Romagna);;
268;2;R;Aves;Avvoltoio monaco;Aegypius monachus;Buona;Europa, Asia;Gagliardi;;;
269;6;R;Mammalia;Capra;Capra hircus;Buona;;Martinoli;maschio adulto;;
269;1;R;Mammalia;Capra;Capra hircus;Buona;;Martinoli;giovane in fase di predazione;;
270;2;S;Mammalia;Asino/Mulo;Equs sp.;Buona;;Martinoli;;;
271;1;S;Mammalia;Cavallo;Equus caballus ;Buona;;Martinoli;colore rossiccio groppa e bianco ventre;;
272;2;T;Mammalia;Daino;Cervus dama;Buona;Asia minore;Martinoli;femmina;;
273;3;T;Aves;Pavone;Pavo cristatus;Buona;Asia (Pakistan, India, Sri Lanka);Gagliardi;individuo albino;;
274;2;U;Aves;Gru coronata;Balearica pavonina;Buona;Africa;Gagliardi;;;
275;3;U;Aves;Accipitride non determinabile;;;;;nidiacei;;
275;4;U;Aves;Accipitride non determinabile;;;;;nidiacei;;
275;5;U;Aves;Accipitride non determinabile;;;;;nidiacei;;
276;6;U;Mammalia;Cane;Canis familiaris;Buona;;Martinoli;Razza compatibile con l'attuale Cavalier King Charles Spaniel, gi… presente a partire dalla II met… del 1500 in Inghilterra e molto diffusi nella prima met… del 1600. Razza registrata ufficialmente dal 1920.;;
277;1;V;Aves;Rondine ;Hirundo rustica;Media;Europa, Asia, Africa, Americhe, regione Austalasiatica;Gagliardi;;;
278;2;V;Aves;Pappagallo cenerino;Psittacus erithacus;Scarsa;Africa;Gagliardi;manca la parte posteriore dell'individuo (sottocoda), importante per la determinazione specifica;;
279;7;V;Mammalia;Gatto;Felis catus;Buona;;Martinoli;nero con macchie ventrali e zampe bianche;;
280;8;V;Aves;Galliforme non identificabile;;;;;caratteri riconducibili alla famiglia Odontoforidi (Distribuzione: Americhe), ma non sufficicientemente chiari per una sicure determinazione;;
281;9;V;Aves;Fasianide non determinabile;;;;;;;
282;1;W;Mammalia;Cranio di babirussa;Babyrousa babyrussa;Buona;Indonesia, limitato ad alcune isole della Sonda (Celebes, Buru e Togia);Martinoli;Maschio adulto;;
283;2;W;Mammalia;Cinghiale;Sus scrofa;Buona;Eurasia e nord africa;Martinoli;Mandibola di maschio adulto con crescita anomala dei canini inferiori dovuta probabilmente ad assenza/rottura/mancato sfregamento con I canini superiori;;
284;3;W;Aves;Colombo domestico;Columbia livia domestica;Buona;;;compatibile con l'attuale razza Indiano o Polacco Tedesco di origine Introdotto nell'Africa Settentrionale dall'Oriente alcuni secoli fa, e da li importato nei Paesi Bassi, in Inghilterra ed in Germania attraverso Cipro.;;
